ID	TranscriptomeName
F6X01_RS06295	replication-associated recombination protein A
F6X01_RS06300	DUF948 domain-containing protein
F6X01_RS06305	alanine--tRNA ligase
F6X01_RS06310	Holliday junction resolvase RuvX
F6X01_RS06315	endolytic transglycosylase MltG
F6X01_RS06320	shikimate dehydrogenase
F6X01_RS06325	chorismate synthase
F6X01_RS06330	shikimate kinase
F6X01_RS06335	3-dehydroquinate synthase
F6X01_RS06340	CapA family protein
F6X01_RS06345	hypothetical protein
F6X01_RS06350	polyphosphate kinase 2
F6X01_RS06355	elongation factor P
F6X01_RS06360	transcription antitermination factor NusB
F6X01_RS06365	hypothetical protein
F6X01_RS06370	guanylate kinase
F6X01_RS06375	DNA-directed RNA polymerase subunit omega
F6X01_RS06380	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
F6X01_RS06385	methionine adenosyltransferase
F6X01_RS06390	primosomal protein N
F6X01_RS06395	methionyl-tRNA formyltransferase
F6X01_RS06400	rRNA cytosine-C5-methylase
F6X01_RS06405	hypothetical protein
F6X01_RS06410	CAMP factor family pore-forming toxin
F6X01_RS06415	ribulose-phosphate 3-epimerase
F6X01_RS06420	PAC2 family protein
F6X01_RS06430	HAD-IA family hydrolase
F6X01_RS06435	DUF3054 domain-containing protein
F6X01_RS06440	YhgE/Pip domain-containing protein
F6X01_RS06445	ATP-binding cassette domain-containing protein
F6X01_RS06450	TetR/AcrR family transcriptional regulator
F6X01_RS06455	proteasome subunit beta
F6X01_RS06465	prephenate dehydrogenase
F6X01_RS06470	(d)CMP kinase
F6X01_RS06475	ribosome biogenesis GTPase Der
F6X01_RS06480	tRNA-Pro
F6X01_RS06485	ribokinase
F6X01_RS06490	aldose 1-epimerase family protein
F6X01_RS06495	L-fucose:H+ symporter permease
F6X01_RS06500	deoxyribose-phosphate aldolase
F6X01_RS06505	sugar-binding protein
F6X01_RS06510	Cof-type HAD-IIB family hydrolase
F6X01_RS06515	acetyl-CoA hydrolase
F6X01_RS06520	hypothetical protein
F6X01_RS06525	methionine biosynthesis protein MetW
F6X01_RS06530	AsnC family transcriptional regulator
F6X01_RS06535	apolipoprotein N-acyltransferase
F6X01_RS06540	polyprenol monophosphomannose synthase
F6X01_RS06545	RNA polymerase-binding protein RbpA
F6X01_RS06550	glycerophosphodiester phosphodiesterase
F6X01_RS06555	pyridoxal kinase
F6X01_RS06560	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
F6X01_RS06565	dihydrolipoyl dehydrogenase
F6X01_RS06570	cation diffusion facilitator family transporter
F6X01_RS06580	hypothetical protein
F6X01_RS06585	CAMP factor pore-forming toxin 4
F6X01_RS06590	aminoacyl-tRNA hydrolase
F6X01_RS06595	MFS transporter
F6X01_RS06600	MarR family transcriptional regulator
F6X01_RS06605	hypothetical protein
F6X01_RS06615	cob(I)yrinic acid a,c-diamide adenosyltransferase
F6X01_RS06620	DUF2550 domain-containing protein
F6X01_RS06625	F0F1 ATP synthase subunit epsilon
F6X01_RS06630	F0F1 ATP synthase subunit beta
F6X01_RS06635	F0F1 ATP synthase subunit gamma
F6X01_RS06640	F0F1 ATP synthase subunit alpha
F6X01_RS06645	F0F1 ATP synthase subunit delta
F6X01_RS06650	F0F1 ATP synthase subunit B
F6X01_RS06655	ATP synthase F0 subunit C
F6X01_RS06660	F0F1 ATP synthase subunit A
F6X01_RS06665	AtpZ/AtpI family protein
F6X01_RS06670	hypothetical protein
F6X01_RS06675	undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
F6X01_RS06680	threonylcarbamoyl-AMP synthase
F6X01_RS06685	peptide chain release factor N(5)-glutamine methyltransferase
F6X01_RS06690	peptide chain release factor 1
F6X01_RS06695	50S ribosomal protein L31
F6X01_RS06700	transcription termination factor Rho
F6X01_RS06705	homoserine kinase
F6X01_RS06710	threonine synthase
F6X01_RS06715	homoserine dehydrogenase
F6X01_RS06720	diaminopimelate decarboxylase
F6X01_RS06725	tRNA-Arg
F6X01_RS06730	DUF2029 domain-containing protein
F6X01_RS06735	multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit
F6X01_RS06740	DUF6104 family protein
F6X01_RS06745	hypothetical protein
F6X01_RS06755	WhiB family transcriptional regulator
F6X01_RS06760	sensor histidine kinase
F6X01_RS06765	anti-sigma factor RsrA
F6X01_RS06770	sigma-70 family RNA polymerase sigma factor
F6X01_RS06780	DoxX family membrane protein
F6X01_RS06785	3-phosphoshikimate 1-carboxyvinyltransferase
F6X01_RS06790	ribosome small subunit-dependent GTPase A
F6X01_RS06795	hypothetical protein
F6X01_RS06800	histidinol-phosphatase
F6X01_RS06805	phosphoglycerate dehydrogenase
F6X01_RS06810	ABC transporter ATP-binding protein
F6X01_RS06815	ABC transporter ATP-binding protein
F6X01_RS06820	ABC transporter permease
F6X01_RS06825	ABC transporter permease
F6X01_RS06830	ABC transporter substrate-binding protein
F6X01_RS06835	tRNA-Met
F6X01_RS06840	transcriptional regulator
F6X01_RS06845	helix-turn-helix domain-containing protein
F6X01_RS06850	hypothetical protein
F6X01_RS06855	hypothetical protein
F6X01_RS06860	hypothetical protein
F6X01_RS06870	hypothetical protein
F6X01_RS06875	ParA family protein
F6X01_RS06880	DUF929 family protein
F6X01_RS06885	hypothetical protein
F6X01_RS06890	hypothetical protein
F6X01_RS06895	hypothetical protein
F6X01_RS06900	hypothetical protein
F6X01_RS06905	MFS transporter
F6X01_RS06910	ATP-grasp domain-containing protein
F6X01_RS06915	thioesterase domain-containing protein
F6X01_RS06920	non-ribosomal peptide synthetase
F6X01_RS06930	2,3-diaminopropionate biosynthesis protein SbnB
F6X01_RS06935	2,3-diaminopropionate biosynthesis protein SbnA
F6X01_RS06940	4'-phosphopantetheinyl transferase superfamily protein
F6X01_RS06955	helix-turn-helix domain-containing protein
F6X01_RS06960	hypothetical protein
F6X01_RS06965	hypothetical protein
F6X01_RS06970	GNAT family N-acetyltransferase
F6X01_RS06975	hypothetical protein
F6X01_RS06980	hypothetical protein
F6X01_RS06985	hypothetical protein
F6X01_RS06990	hypothetical protein
F6X01_RS07015	hypothetical protein
F6X01_RS07020	hypothetical protein
F6X01_RS07025	hypothetical protein
F6X01_RS07030	hypothetical protein
F6X01_RS07035	universal stress protein
F6X01_RS07040	PPA1309 family protein
F6X01_RS07045	PDZ domain-containing protein
F6X01_RS07050	zinc-dependent metalloprotease
F6X01_RS07055	M48 family metallopeptidase
F6X01_RS07060	hypothetical protein
F6X01_RS07065	ATP-dependent DNA helicase UvrD2
F6X01_RS07070	exodeoxyribonuclease V subunit gamma
F6X01_RS07075	UvrD-helicase domain-containing protein
F6X01_RS07080	exodeoxyribonuclease V subunit alpha
F6X01_RS07085	NAD(+) diphosphatase
F6X01_RS07090	DEAD/DEAH box helicase
F6X01_RS07095	ATP-dependent helicase
F6X01_RS07100	protein phosphatase 2C domain-containing protein
F6X01_RS07105	DUF3107 domain-containing protein
F6X01_RS07110	hypothetical protein
F6X01_RS07115	DEAD/DEAH box helicase
F6X01_RS07120	amino acid permease
F6X01_RS07125	tryptophan--tRNA ligase
F6X01_RS07130	PHP domain-containing protein
F6X01_RS07135	NAD-glutamate dehydrogenase
F6X01_RS07140	DUF2505 domain-containing protein
F6X01_RS07145	hypothetical protein
F6X01_RS07150	hypothetical protein
F6X01_RS07155	preprotein translocase subunit SecA
F6X01_RS07160	ribosome-associated translation inhibitor RaiA
F6X01_RS07165	ComF family protein
F6X01_RS07170	LpqB family beta-propeller domain-containing protein
F6X01_RS07175	HAMP domain-containing histidine kinase
F6X01_RS07180	response regulator transcription factor
F6X01_RS07185	YqgE/AlgH family protein
F6X01_RS07195	CAMP factor pore-forming toxin 1
F6X01_RS07200	hypothetical protein
F6X01_RS07205	hypothetical protein
F6X01_RS07215	ribbon-helix-helix protein, CopG family
F6X01_RS07220	hypothetical protein
F6X01_RS07245	transfer-messenger RNA
F6X01_RS07250	DUF4234 domain-containing protein
F6X01_RS07260	transfer-messenger RNA
F6X01_RS07265	DUF1707 domain-containing protein
F6X01_RS07270	DUF1707 domain-containing protein
F6X01_RS07275	argininosuccinate lyase
F6X01_RS07280	acetylornithine transaminase
F6X01_RS07285	acetylglutamate kinase
F6X01_RS07290	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase
F6X01_RS07295	N-acetyl-gamma-glutamyl-phosphate reductase
F6X01_RS07300	SsrA-binding protein SmpB
F6X01_RS07305	permease-like cell division protein FtsX
F6X01_RS07310	cell division ATP-binding protein FtsE
F6X01_RS07315	peptide chain release factor 2
F6X01_RS07320	tRNA-Val
F6X01_RS07325	DUF805 domain-containing protein
F6X01_RS07330	DNA translocase FtsK
F6X01_RS07335	hypothetical protein
F6X01_RS07340	thiamine-phosphate kinase
F6X01_RS07345	DUF3515 domain-containing protein
F6X01_RS07350	D-alanine--D-alanine ligase
F6X01_RS07355	1-acyl-sn-glycerol-3-phosphate acyltransferase
F6X01_RS07365	IclR family transcriptional regulator
F6X01_RS07370	tRNA-Glu
F6X01_RS07375	tRNA-Gln
F6X01_RS07380	CPBP family intramembrane metalloprotease
F6X01_RS07385	fumarylacetoacetate hydrolase family protein
F6X01_RS07390	thymidine phosphorylase
F6X01_RS07395	branched-chain amino acid aminotransferase
F6X01_RS07400	isocitrate/isopropylmalate family dehydrogenase
F6X01_RS07410	isocitrate/isopropylmalate family dehydrogenase
F6X01_RS07415	hypothetical protein
F6X01_RS07420	ketol-acid reductoisomerase
F6X01_RS07425	acetolactate synthase small subunit
F6X01_RS07430	hypothetical protein
F6X01_RS07440	HIT domain-containing protein
F6X01_RS07445	imidazole glycerol phosphate synthase subunit HisF
F6X01_RS07450	DEAD/DEAH box helicase
F6X01_RS07455	hypothetical protein
F6X01_RS07460	twin-arginine translocase subunit TatC
F6X01_RS07465	twin-arginine translocase TatA/TatE family subunit
F6X01_RS07470	hypothetical protein
F6X01_RS07475	WYL domain-containing protein
F6X01_RS07480	WYL domain-containing protein
F6X01_RS07485	tRNA glutamyl-Q(34) synthetase GluQRS
F6X01_RS07490	FKBP-type peptidyl-prolyl cis-trans isomerase
F6X01_RS07495	hypothetical protein
F6X01_RS07500	rRNA pseudouridine synthase
F6X01_RS07505	hypothetical protein
F6X01_RS07510	ParA family protein
F6X01_RS07515	site-specific tyrosine recombinase XerD
F6X01_RS07520	NUDIX hydrolase
F6X01_RS07525	CTP synthase
F6X01_RS07530	hypothetical protein
F6X01_RS07535	DNA repair protein RecN
F6X01_RS07540	NAD kinase
F6X01_RS07545	TlyA family RNA methyltransferase
F6X01_RS07550	energy-coupling factor transporter transmembrane protein EcfT
F6X01_RS07555	energy-coupling factor ABC transporter ATP-binding protein
F6X01_RS07560	biotin transporter BioY
F6X01_RS07565	HAD-IIA family hydrolase
F6X01_RS07575	5S ribosomal RNA
F6X01_RS07580	23S ribosomal RNA
F6X01_RS07585	16S ribosomal RNA
F6X01_RS07590	tyrosine--tRNA ligase
F6X01_RS07595	ArgR family transcriptional regulator
F6X01_RS07600	TetR family transcriptional regulator
F6X01_RS07605	biotin synthase BioB
F6X01_RS07610	phenylalanine--tRNA ligase subunit beta
F6X01_RS07615	phenylalanine--tRNA ligase subunit alpha
F6X01_RS07620	RNA methyltransferase
F6X01_RS07625	50S ribosomal protein L20
F6X01_RS07630	50S ribosomal protein L35
F6X01_RS07635	translation initiation factor IF-3
F6X01_RS07645	SseB family protein
F6X01_RS07650	hypothetical protein
F6X01_RS07655	ATP phosphoribosyltransferase
F6X01_RS07660	phosphoribosyl-ATP diphosphatase
F6X01_RS07665	nicotinamide riboside transporter PnuC
F6X01_RS07670	SCO1664 family protein
F6X01_RS07675	DUF3090 domain-containing protein
F6X01_RS07680	aldo/keto reductase
F6X01_RS07685	citrate synthase
F6X01_RS07690	M20/M25/M40 family metallo-hydrolase
F6X01_RS07695	tRNA-Leu
F6X01_RS07700	alpha/beta hydrolase
F6X01_RS07705	alpha/beta hydrolase
F6X01_RS07710	CsbD family protein
F6X01_RS07720	DNA-processing protein DprA
F6X01_RS07725	YifB family Mg chelatase-like AAA ATPase
F6X01_RS07730	YraN family protein
F6X01_RS07735	DUF2469 domain-containing protein
F6X01_RS07740	ribonuclease HII
F6X01_RS07745	signal peptidase I
F6X01_RS07750	50S ribosomal protein L19
F6X01_RS07755	hypothetical protein
F6X01_RS07760	succinate dehydrogenase/fumarate reductase iron-sulfur subunit
F6X01_RS07765	fumarate reductase/succinate dehydrogenase flavoprotein subunit
F6X01_RS07770	succinate dehydrogenase cytochrome b subunit
F6X01_RS07775	tRNA (guanosine(37)-N1)-methyltransferase TrmD
F6X01_RS07780	ribosome maturation factor RimM
F6X01_RS07785	RNA-binding protein
F6X01_RS07790	30S ribosomal protein S16
F6X01_RS07800	amidohydrolase family protein
F6X01_RS07805	signal recognition particle protein
F6X01_RS07810	membrane protein
F6X01_RS07815	signal recognition particle-docking protein FtsY
F6X01_RS07820	GtrA family protein
F6X01_RS07825	hypothetical protein
F6X01_RS07830	toxin
F6X01_RS07835	type II toxin-antitoxin system HicB family antitoxin
F6X01_RS07840	hypothetical protein
F6X01_RS07850	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase
F6X01_RS07855	ribonuclease III
F6X01_RS07860	50S ribosomal protein L32
F6X01_RS07865	DUF177 domain-containing protein
F6X01_RS07870	sugar ABC transporter substrate-binding protein
F6X01_RS07875	sugar ABC transporter permease
F6X01_RS07880	carbohydrate ABC transporter permease
F6X01_RS07885	LacI family transcriptional regulator
F6X01_RS07890	glycosyl hydrolase-related protein
F6X01_RS07895	hypothetical protein
F6X01_RS07900	beta-N-acetylhexosaminidase
F6X01_RS07905	ABC transporter permease
F6X01_RS07910	hypothetical protein
F6X01_RS07915	ABC transporter permease subunit
F6X01_RS07920	ABC transporter permease
F6X01_RS07925	ABC transporter ATP-binding protein
F6X01_RS07930	ABC transporter ATP-binding protein
F6X01_RS07935	ABC transporter substrate-binding protein
F6X01_RS07940	glycosyl hydrolase family 18 protein
F6X01_RS07945	hypothetical protein
F6X01_RS07950	pantetheine-phosphate adenylyltransferase
F6X01_RS07955	RsmD family RNA methyltransferase
F6X01_RS07960	pyridoxamine 5'-phosphate oxidase family protein
F6X01_RS07965	ATP-dependent DNA helicase RecG
F6X01_RS07970	50S ribosomal protein L28
F6X01_RS07975	ribonuclease J
F6X01_RS07980	pyruvate dehydrogenase
F6X01_RS07985	DUF2993 domain-containing protein
F6X01_RS07990	4-hydroxy-tetrahydrodipicolinate reductase
F6X01_RS07995	polyribonucleotide nucleotidyltransferase
F6X01_RS08005	30S ribosomal protein S15
F6X01_RS08010	bifunctional riboflavin kinase/FAD synthetase
F6X01_RS08015	glycine betaine ABC transporter substrate-binding protein
F6X01_RS08020	ABC transporter permease subunit
F6X01_RS08025	betaine/proline/choline family ABC transporter ATP-binding protein
F6X01_RS08030	tRNA pseudouridine(55) synthase TruB
F6X01_RS08035	cupin domain-containing protein
F6X01_RS08040	hypothetical protein
F6X01_RS08045	HTH domain-containing protein
F6X01_RS08050	transcriptional regulator GutM
F6X01_RS08055	PTS glucitol/sorbitol transporter subunit IIC
F6X01_RS08060	PTS glucitol/sorbitol transporter subunit IIB
F6X01_RS08065	PTS glucitol/sorbitol transporter subunit IIA
F6X01_RS08070	HPr family phosphocarrier protein
F6X01_RS08075	sn-glycerol-1-phosphate dehydrogenase
F6X01_RS08080	30S ribosome-binding factor RbfA
F6X01_RS08085	hypothetical protein
F6X01_RS08090	hypothetical protein
F6X01_RS08095	ABC transporter ATP-binding protein
F6X01_RS08115	YlxR family protein
F6X01_RS08120	transcription termination factor NusA
F6X01_RS08125	ribosome maturation factor RimP
F6X01_RS08130	hypothetical protein
F6X01_RS08135	TSUP family transporter
F6X01_RS08140	TIGR03767 family metallophosphoesterase
F6X01_RS08145	proline--tRNA ligase
F6X01_RS08150	TIGR03773 family transporter-associated surface protein
F6X01_RS08155	anchored repeat ABC transporter, substrate-binding protein
F6X01_RS08160	choice-of-anchor M domain-containing protein
F6X01_RS08165	anchored repeat-type ABC transporter ATP-binding subunit
F6X01_RS08170	anchored repeat-type ABC transporter permease subunit
F6X01_RS08175	GNAT family N-acetyltransferase
F6X01_RS08180	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
F6X01_RS08185	TenA family protein
F6X01_RS08190	hypothetical protein
F6X01_RS08195	site-2 protease family protein
F6X01_RS08200	1-deoxy-D-xylulose-5-phosphate reductoisomerase
F6X01_RS08205	serine hydrolase
F6X01_RS08210	LOG family protein
F6X01_RS08215	NADP-specific glutamate dehydrogenase
F6X01_RS08220	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
F6X01_RS08225	disulfide bond formation protein B
F6X01_RS08230	phosphatidate cytidylyltransferase
F6X01_RS08235	ribosome recycling factor
F6X01_RS08240	UMP kinase
F6X01_RS08250	translation elongation factor Ts
F6X01_RS08255	30S ribosomal protein S2
F6X01_RS08265	tyrosine recombinase XerC
F6X01_RS08270	M23 family metallopeptidase
F6X01_RS08275	lactonase family protein
F6X01_RS08280	peptide deformylase
F6X01_RS08285	RNA methyltransferase
F6X01_RS08290	bile acid:sodium symporter
F6X01_RS08295	SPFH/Band 7/PHB domain protein
F6X01_RS08300	NfeD family protein
F6X01_RS08305	ABC transporter ATP-binding protein
F6X01_RS08310	hypothetical protein
F6X01_RS08315	enoyl-ACP reductase FabI
F6X01_RS08320	3-oxoacyl-ACP reductase FabG
F6X01_RS08325	DUF3099 domain-containing protein
F6X01_RS08330	SURF1 family protein
F6X01_RS08335	methyltransferase domain-containing protein
F6X01_RS08340	helix-turn-helix domain-containing protein
F6X01_RS08345	ATP-binding cassette domain-containing protein
F6X01_RS08350	GNAT family N-acetyltransferase
F6X01_RS08355	hypothetical protein
F6X01_RS08365	FAD-dependent oxidoreductase
F6X01_RS08370	metal-sulfur cluster assembly factor
F6X01_RS08375	SUF system NifU family Fe-S cluster assembly protein
F6X01_RS08380	cysteine desulfurase
F6X01_RS08385	Fe-S cluster assembly ATPase SufC
F6X01_RS08390	non-heme iron oxygenase ferredoxin subunit
F6X01_RS08395	Fe-S cluster assembly protein SufD
F6X01_RS08400	Fe-S cluster assembly protein SufB
F6X01_RS08405	transcriptional regulator
F6X01_RS08410	hypothetical protein
F6X01_RS08415	extracellular solute-binding protein
F6X01_RS08420	ABC transporter permease subunit
F6X01_RS08425	sugar ABC transporter permease
F6X01_RS08430	LacI family transcriptional regulator
F6X01_RS08435	sodium-translocating pyrophosphatase
F6X01_RS08440	ABC transporter ATP-binding protein
F6X01_RS08445	ABC transporter permease
F6X01_RS08450	COX15/CtaA family protein
F6X01_RS08455	glycoside hydrolase
F6X01_RS08460	heme o synthase
F6X01_RS08465	glucose-6-phosphate dehydrogenase
F6X01_RS08470	glucose-6-phosphate dehydrogenase assembly protein OpcA
F6X01_RS08475	6-phosphogluconolactonase
F6X01_RS08485	DoxX family protein
F6X01_RS08490	thioredoxin domain-containing protein
F6X01_RS08495	valine--tRNA ligase
F6X01_RS08500	endo-alpha-N-acetylgalactosaminidase family protein
F6X01_RS08505	S41 family peptidase
F6X01_RS08510	ATP-dependent Clp protease ATP-binding subunit ClpX
F6X01_RS08515	ATP-dependent Clp protease proteolytic subunit
F6X01_RS08520	ATP-dependent Clp protease proteolytic subunit
F6X01_RS08525	AI-2E family transporter
F6X01_RS08530	trigger factor
F6X01_RS08535	tRNA-Gly
F6X01_RS08540	DUF2871 domain-containing protein
F6X01_RS08545	DEAD/DEAH box helicase
F6X01_RS08550	SWF/SNF helicase family protein
F6X01_RS08555	restriction endonuclease subunit M
F6X01_RS08560	DEAD/DEAH box helicase
F6X01_RS08565	UvrD-helicase domain-containing protein
F6X01_RS08570	HIRAN domain-containing protein
F6X01_RS08575	hypothetical protein
F6X01_RS08580	tRNA-Pro
F6X01_RS08585	alpha/beta hydrolase
F6X01_RS08590	bifunctional lysylphosphatidylglycerol synthetase/lysine--tRNA ligase LysX
F6X01_RS08595	hypothetical protein
F6X01_RS08600	Fpg/Nei family DNA glycosylase
F6X01_RS08605	hypothetical protein
F6X01_RS08610	ribose-5-phosphate isomerase
F6X01_RS08615	GNAT family N-acetyltransferase
F6X01_RS08620	NAD-dependent DNA ligase LigA
F6X01_RS08625	aminopeptidase N
F6X01_RS08630	hypothetical protein
F6X01_RS08635	NADP-dependent phosphogluconate dehydrogenase
F6X01_RS08650	thioesterase family protein
F6X01_RS08655	long-chain fatty acid--CoA ligase
F6X01_RS08660	MarR family transcriptional regulator
F6X01_RS08665	FAD-binding oxidoreductase
F6X01_RS08670	PadR family transcriptional regulator
F6X01_RS08675	energy-dependent translational throttle protein EttA
F6X01_RS08680	single-stranded DNA-binding protein
F6X01_RS08685	YfjP family GTPase
F6X01_RS08690	hypothetical protein
F6X01_RS08695	PrsW family intramembrane metalloprotease
F6X01_RS08700	tRNA-Arg
F6X01_RS08705	MFS transporter
F6X01_RS08710	oligoribonuclease
F6X01_RS08715	tRNA-His
F6X01_RS08720	amino acid permease
F6X01_RS08725	serine/threonine protein kinase
F6X01_RS08730	glycoside hydrolase family 3 protein
F6X01_RS08735	hypothetical protein
F6X01_RS08740	hypothetical protein
F6X01_RS08750	5S ribosomal RNA
F6X01_RS08755	23S ribosomal RNA
F6X01_RS08760	16S ribosomal RNA
F6X01_RS08765	error-prone DNA polymerase
F6X01_RS08775	DNA polymerase Y family protein
F6X01_RS08780	hypothetical protein
F6X01_RS08785	MurT ligase domain-containing protein
F6X01_RS08790	cobyric acid synthase
F6X01_RS08795	tRNA-Lys
F6X01_RS08800	ABC transporter substrate-binding protein
F6X01_RS08805	sugar ABC transporter permease
F6X01_RS08810	carbohydrate ABC transporter permease
F6X01_RS08815	DUF3618 domain-containing protein
F6X01_RS08820	thioredoxin-dependent thiol peroxidase
F6X01_RS08825	tRNA-Leu
F6X01_RS08830	hypothetical protein
F6X01_RS08840	lysozyme
F6X01_RS08845	hypothetical protein
F6X01_RS08850	hypothetical protein
F6X01_RS08855	hypothetical protein
F6X01_RS08865	GDSL-type esterase/lipase family protein
F6X01_RS08870	hypothetical protein
F6X01_RS08880	hypothetical protein
F6X01_RS08885	MurR/RpiR family transcriptional regulator
F6X01_RS08890	hypothetical protein
F6X01_RS08900	hypothetical protein
F6X01_RS08905	DNA polymerase IV
F6X01_RS08910	dihydrofolate reductase
F6X01_RS08915	thymidylate synthase
F6X01_RS08920	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
F6X01_RS08925	ribonuclease PH
F6X01_RS08930	glutamate racemase
F6X01_RS08935	ferrous iron transport protein A
F6X01_RS08940	ferrous iron transporter B
F6X01_RS08945	NifU family protein
F6X01_RS08950	DUF2017 family protein
F6X01_RS08955	ATP-dependent Clp protease adapter ClpS
F6X01_RS08960	nicotinate phosphoribosyltransferase
F6X01_RS08965	HU family DNA-binding protein
F6X01_RS08970	4-alpha-glucanotransferase
F6X01_RS08975	RDD family protein
F6X01_RS08980	DUF3039 domain-containing protein
F6X01_RS08985	type II 3-dehydroquinate dehydratase
F6X01_RS08990	cation diffusion facilitator family transporter
F6X01_RS08995	phosphoglucose isomerase
F6X01_RS09000	hypothetical protein
F6X01_RS09005	DUF3499 domain-containing protein
F6X01_RS09010	metallopeptidase family protein
F6X01_RS09015	DUF5719 family protein
F6X01_RS09020	glycosyltransferase family 2 protein
F6X01_RS09025	WhiB family transcriptional regulator
F6X01_RS09030	hypothetical protein
F6X01_RS09035	mannose-1-phosphate guanylyltransferase
F6X01_RS09040	TIGR03089 family protein
F6X01_RS09045	glycosyltransferase family 2 protein
F6X01_RS09050	hypothetical protein
F6X01_RS09055	LCP family protein
F6X01_RS09060	DUF4981 domain-containing protein
F6X01_RS09065	5-(carboxyamino)imidazole ribonucleotide mutase
F6X01_RS09070	5-(carboxyamino)imidazole ribonucleotide synthase
F6X01_RS09075	PH domain-containing protein
F6X01_RS09080	peptidase E
F6X01_RS09085	biotin--[acetyl-CoA-carboxylase] ligase
F6X01_RS09090	hypothetical protein
F6X01_RS09095	acyl-CoA carboxylase subunit beta
F6X01_RS09100	acyl-CoA carboxylase subunit epsilon
F6X01_RS09105	Maf family nucleotide pyrophosphatase
F6X01_RS09110	hypothetical protein
F6X01_RS09115	hypothetical protein
F6X01_RS09120	SDR family oxidoreductase
F6X01_RS09125	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
F6X01_RS09130	hypothetical protein
F6X01_RS09135	short chain dehydrogenase
F6X01_RS09145	thioester domain-containing protein
F6X01_RS09150	magnesium transporter CorA family protein
F6X01_RS09155	NUDIX domain-containing protein
F6X01_RS09160	hypothetical protein
F6X01_RS09165	ATP-grasp domain-containing protein
F6X01_RS09170	hypothetical protein
F6X01_RS09175	NAD(P)H-quinone dehydrogenase
F6X01_RS09180	purine-nucleoside phosphorylase
F6X01_RS09185	phospho-sugar mutase
F6X01_RS09190	acyl--CoA ligase
F6X01_RS09195	uridine kinase
F6X01_RS09200	MFS transporter
F6X01_RS09205	3'-5' exonuclease
F6X01_RS09210	methionine--tRNA ligase
F6X01_RS09215	ribonuclease HI family protein
F6X01_RS09220	cytidine deaminase
F6X01_RS09225	ABC transporter permease
F6X01_RS09230	ABC transporter permease
F6X01_RS09235	ABC transporter ATP-binding protein
F6X01_RS09240	BMP family ABC transporter substrate-binding protein
F6X01_RS09250	aminoglycoside phosphotransferase family protein
F6X01_RS09255	hemolysin family protein
F6X01_RS09260	hypothetical protein
F6X01_RS09265	NADP-dependent isocitrate dehydrogenase
F6X01_RS09270	formyltetrahydrofolate deformylase
F6X01_RS09275	malate dehydrogenase
F6X01_RS09285	aldehyde dehydrogenase EutE
F6X01_RS09295	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
F6X01_RS09300	hypothetical protein
F6X01_RS09305	hypothetical protein
F6X01_RS09310	phosphoesterase
F6X01_RS09315	hypothetical protein
F6X01_RS09320	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
F6X01_RS09325	phosphoribosylglycinamide formyltransferase
F6X01_RS09330	6,7-dimethyl-8-ribityllumazine synthase
F6X01_RS09335	3,4-dihydroxy-2-butanone-4-phosphate synthase
F6X01_RS09340	riboflavin synthase
F6X01_RS09345	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
F6X01_RS09350	DUF6350 family protein
F6X01_RS09355	succinate--CoA ligase subunit alpha
F6X01_RS09360	ADP-forming succinate--CoA ligase subunit beta
F6X01_RS09365	hypothetical protein
F6X01_RS09370	DNA helicase PcrA
F6X01_RS09380	MetQ/NlpA family ABC transporter substrate-binding protein
F6X01_RS09385	methionine ABC transporter ATP-binding protein
F6X01_RS09390	ABC transporter permease
F6X01_RS09395	phospholipase D-like domain-containing protein
F6X01_RS09400	GlsB/YeaQ/YmgE family stress response membrane protein
F6X01_RS09405	PspC domain-containing protein
F6X01_RS09415	glutamine-hydrolyzing GMP synthase
F6X01_RS09420	hypothetical protein
F6X01_RS09425	serine O-acetyltransferase
F6X01_RS09430	chorismate mutase
F6X01_RS09435	GuaB3 family IMP dehydrogenase-related protein
F6X01_RS09440	IMP dehydrogenase
F6X01_RS09445	polyprenol phosphomannose-dependent alpha 1,6 mannosyltransferase MptB
F6X01_RS09450	hypothetical protein
F6X01_RS09455	alanine:cation symporter family protein
F6X01_RS09460	hypothetical protein
F6X01_RS09470	chaperonin GroEL
F6X01_RS09475	co-chaperone GroES
F6X01_RS09480	hypothetical protein
F6X01_RS09485	hypothetical protein
